,name,date,platform,score,url,userscore
2786,Bubsy: The Woolies Strike Back,"October 31, 2017",PlayStation 4,45,/game/playstation-4/bubsy-the-woolies-strike-back,5.8
2787,Reservoir Dogs: Bloody Days,"May 18, 2017",PC,45,/game/pc/reservoir-dogs-bloody-days,5.7
2788,Maize,"September 12, 2017",PlayStation 4,45,/game/playstation-4/maize,tbd
2789,Bubsy: The Woolies Strike Back,"October 31, 2017",PC,44,/game/pc/bubsy-the-woolies-strike-back,5.4
2790,Husk,"February 3, 2017",PC,44,/game/pc/husk,4.0
2791,Vaccine,"July 6, 2017",Switch,44,/game/switch/vaccine,4.2
2792,Dead Alliance,"August 29, 2017",Xbox One,43,/game/xbox-one/dead-alliance,3.4
2793,Touhou Kobuto V: Burst Battle,"October 10, 2017",PlayStation 4,42,/game/playstation-4/touhou-kobuto-v-burst-battle,3.5
2794,Hello Neighbor,"December 8, 2017",Xbox One,42,/game/xbox-one/hello-neighbor,4.4
2795,Rugby 18,"October 24, 2017",PlayStation 4,41,/game/playstation-4/rugby-18,4.2
2796,Inner Chains,"May 18, 2017",PC,40,/game/pc/inner-chains,4.9
2797,Drive Girls,"September 8, 2017",PlayStation Vita,39,/game/playstation-vita/drive-girls,5.5
2798,Troll and I,"March 21, 2017",PlayStation 4,39,/game/playstation-4/troll-and-i,4.7
2799,The Deer God,"December 21, 2017",Switch,39,/game/switch/the-deer-god,3.0
2800,Dying: Reborn,"February 28, 2017",PlayStation 4,38,/game/playstation-4/dying-reborn,5.2
2801,Hello Neighbor,"December 8, 2017",PC,38,/game/pc/hello-neighbor,4.7
2802,Touhou Kobuto V: Burst Battle,"October 10, 2017",Switch,38,/game/switch/touhou-kobuto-v-burst-battle,5.3
2803,Randall,"June 6, 2017",PlayStation 4,38,/game/playstation-4/randall,2.2
2804,Tokyo Tattoo Girls,"November 14, 2017",PlayStation Vita,36,/game/playstation-vita/tokyo-tattoo-girls,4.1
2805,Road Rage,"November 14, 2017",PlayStation 4,26,/game/playstation-4/road-rage,2.0
2806,Vroom in the Night Sky,"April 5, 2017",Switch,17,/game/switch/vroom-in-the-night-sky,3.1
2807,Red Dead Redemption 2,"October 26, 2018",Xbox One,97,/game/xbox-one/red-dead-redemption-2,7.9
2808,Red Dead Redemption 2,"October 26, 2018",PlayStation 4,97,/game/playstation-4/red-dead-redemption-2,8.4
2809,God of War,"April 20, 2018",PlayStation 4,94,/game/playstation-4/god-of-war,9.1
2810,Celeste,"January 26, 2018",Xbox One,94,/game/xbox-one/celeste,7.1
2811,Undertale,"September 18, 2018",Switch,93,/game/switch/undertale,8.0
2812,Super Smash Bros. Ultimate,"December 7, 2018",Switch,93,/game/switch/super-smash-bros-ultimate,8.6
2813,Forza Horizon 4,"September 28, 2018",Xbox One,92,/game/xbox-one/forza-horizon-4,8.1
2814,Divinity: Original Sin II - Definitive Edition,"August 31, 2018",Xbox One,92,/game/xbox-one/divinity-original-sin-ii---definitive-edition,7.7
2815,Celeste,"January 25, 2018",Switch,92,/game/switch/celeste,8.5
2816,Divinity: Original Sin II - Definitive Edition,"August 31, 2018",PlayStation 4,92,/game/playstation-4/divinity-original-sin-ii---definitive-edition,7.9
2817,Bayonetta 2,"February 16, 2018",Switch,92,/game/switch/bayonetta-2,8.5
2818,INSIDE,"June 28, 2018",Switch,91,/game/switch/inside,8.5
2819,Sonic Mania Plus,"July 17, 2018",Switch,91,/game/switch/sonic-mania-plus,7.9
2820,Dead Cells,"August 7, 2018",Xbox One,91,/game/xbox-one/dead-cells,8.0
2821,Shadow of the Colossus,"February 6, 2018",PlayStation 4,91,/game/playstation-4/shadow-of-the-colossus,7.8
2822,Celeste,"January 25, 2018",PlayStation 4,91,/game/playstation-4/celeste,7.2
2823,NieR: Automata - Become as Gods Edition,"June 26, 2018",Xbox One,90,/game/xbox-one/nier-automata---become-as-gods-edition,9.0
2824,Bastion,"September 13, 2018",Switch,90,/game/switch/bastion,7.7
2825,Monster Hunter: World,"January 26, 2018",Xbox One,90,/game/xbox-one/monster-hunter-world,7.1
2826,Hollow Knight,"June 12, 2018",Switch,90,/game/switch/hollow-knight,8.9
2827,Monster Hunter: World,"January 26, 2018",PlayStation 4,90,/game/playstation-4/monster-hunter-world,7.7
2828,Into the Breach,"February 27, 2018",PC,90,/game/pc/into-the-breach,7.7
2829,Astro Bot: Rescue Mission,"October 2, 2018",PlayStation 4,90,/game/playstation-4/astro-bot-rescue-mission,8.9
2830,Bayonetta + Bayonetta 2,"February 16, 2018",Switch,90,/game/switch/bayonetta-+-bayonetta-2,8.7
2831,Dead Cells,"August 7, 2018",Switch,89,/game/switch/dead-cells,8.5
2832,Into the Breach,"August 28, 2018",Switch,89,/game/switch/into-the-breach,7.9
2833,Dead Cells,"August 7, 2018",PC,89,/game/pc/dead-cells,8.0
2834,Tetris Effect,"November 9, 2018",PlayStation 4,89,/game/playstation-4/tetris-effect,7.6
2835,Okami HD,"August 9, 2018",Switch,89,/game/switch/okami-hd,8.6
2836,Return of the Obra Dinn,"October 18, 2018",PC,89,/game/pc/return-of-the-obra-dinn,8.2
2837,DUSK,"December 10, 2018",PC,88,/game/pc/dusk,8.2
2838,Hyper Light Drifter,"September 6, 2018",Switch,88,/game/switch/hyper-light-drifter,7.8
2839,The Banner Saga 3,"July 26, 2018",Xbox One,88,/game/xbox-one/the-banner-saga-3,7.4
2840,Injustice 2: Legendary Edition,"March 27, 2018",PlayStation 4,88,/game/playstation-4/injustice-2-legendary-edition,7.7
2841,Owlboy,"April 10, 2018",PlayStation 4,88,/game/playstation-4/owlboy,6.7
2842,Monster Hunter: World,"August 9, 2018",PC,88,/game/pc/monster-hunter-world,6.7
2843,Diablo III: Eternal Collection,"November 2, 2018",Switch,88,/game/switch/diablo-iii-eternal-collection,7.6
2844,Ikaruga,"May 29, 2018",Switch,88,/game/switch/ikaruga,7.7
2845,Pillars of Eternity II: Deadfire,"May 8, 2018",PC,88,/game/pc/pillars-of-eternity-ii-deadfire,7.8
2846,Celeste,"January 25, 2018",PC,88,/game/pc/celeste,8.1
2847,Forza Horizon 4,"September 28, 2018",PC,88,/game/pc/forza-horizon-4,7.8
2848,Hellblade: Senua's Sacrifice,"April 11, 2018",Xbox One,88,/game/xbox-one/hellblade-senuas-sacrifice,7.7
2849,Subnautica,"January 23, 2018",PC,87,/game/pc/subnautica,8.5
2850,Dead Cells,"August 7, 2018",PlayStation 4,87,/game/playstation-4/dead-cells,7.6
2851,RimWorld,"October 17, 2018",PC,87,/game/pc/rimworld,8.9
2852,Street Fighter V: Arcade Edition,"January 16, 2018",PlayStation 4,87,/game/playstation-4/street-fighter-v-arcade-edition,6.6
2853,Dragon Ball FighterZ,"September 28, 2018",Switch,87,/game/switch/dragon-ball-fighterz,7.7
2854,Guacamelee! 2,"December 10, 2018",Switch,87,/game/switch/guacamelee!-2,8.5
2855,Dragon Ball FighterZ,"January 26, 2018",PlayStation 4,87,/game/playstation-4/dragon-ball-fighterz,8.0
2856,Assassin's Creed Odyssey,"October 2, 2018",Xbox One,87,/game/xbox-one/assassins-creed-odyssey,6.1
2857,Marvel's Spider-Man,"September 7, 2018",PlayStation 4,87,/game/playstation-4/marvels-spider-man,8.7
2858,Monster Boy and the Cursed Kingdom,"December 4, 2018",PlayStation 4,87,/game/playstation-4/monster-boy-and-the-cursed-kingdom,8.0
2859,Unavowed,"August 8, 2018",PC,87,/game/pc/unavowed,7.9
2860,Katamari Damacy REROLL,"December 7, 2018",Switch,87,/game/switch/katamari-damacy-reroll,8.3
2861,Owlboy,"February 13, 2018",Switch,87,/game/switch/owlboy,7.4
2862,Velocity 2X,"September 20, 2018",Switch,87,/game/switch/velocity-2x,8.0
2863,Sonic Mania Plus,"July 17, 2018",PlayStation 4,87,/game/playstation-4/sonic-mania-plus,7.6
2864,Iconoclasts,"January 23, 2018",PC,87,/game/pc/iconoclasts,8.1
2865,Iconoclasts,"August 2, 2018",Switch,87,/game/switch/iconoclasts,8.2
2866,The Messenger,"August 30, 2018",Switch,86,/game/switch/the-messenger,8.4
2867,Donkey Kong Country: Tropical Freeze,"May 4, 2018",Switch,86,/game/switch/donkey-kong-country-tropical-freeze,8.6
2868,Monster Boy and the Cursed Kingdom,"December 4, 2018",Switch,86,/game/switch/monster-boy-and-the-cursed-kingdom,8.3
2869,Transistor,"November 1, 2018",Switch,86,/game/switch/transistor,8.3
2870,Yakuza 0,"August 1, 2018",PC,86,/game/pc/yakuza-0,8.5
2871,Shantae and the Pirate's Curse,"March 20, 2018",Switch,86,/game/switch/shantae-and-the-pirates-curse,8.2
2872,Guacamelee! Super Turbo Championship Edition,"October 8, 2018",Switch,86,/game/switch/guacamelee!-super-turbo-championship-edition,8.1
2873,CrossCode,"September 20, 2018",PC,86,/game/pc/crosscode,8.2
2874,Dragon Ball FighterZ,"January 26, 2018",Xbox One,86,/game/xbox-one/dragon-ball-fighterz,7.8
2875,Destiny 2: Forsaken,"September 4, 2018",Xbox One,86,/game/xbox-one/destiny-2-forsaken,5.3
2876,Sid Meier's Civilization VI,"November 16, 2018",Switch,86,/game/switch/sid-meiers-civilization-vi,7.8
2877,Crypt of the NecroDancer: Nintendo Switch Edition,"February 1, 2018",Switch,86,/game/switch/crypt-of-the-necrodancer-nintendo-switch-edition,7.1
2878,Beat Saber,"November 20, 2018",PlayStation 4,86,/game/playstation-4/beat-saber,8.2
2879,Warframe,"November 20, 2018",Switch,86,/game/switch/warframe,8.4
2880,Dragon Quest XI: Echoes of an Elusive Age,"September 4, 2018",PlayStation 4,86,/game/playstation-4/dragon-quest-xi-echoes-of-an-elusive-age,8.6
2881,Football Manager 2019,"November 2, 2018",PC,86,/game/pc/football-manager-2019,6.8
2882,Assassin's Creed Odyssey,"October 2, 2018",PC,86,/game/pc/assassins-creed-odyssey,6.0
2883,Mini Metro,"August 30, 2018",Switch,86,/game/switch/mini-metro,8.5
2884,Dark Souls Remastered,"May 25, 2018",Xbox One,86,/game/xbox-one/dark-souls-remastered,7.4
2885,Thronebreaker: The Witcher Tales,"December 4, 2018",Xbox One,85,/game/xbox-one/thronebreaker-the-witcher-tales,7.3
2886,Call of Duty: Black Ops 4,"October 12, 2018",Xbox One,85,/game/xbox-one/call-of-duty-black-ops-4,4.1
2887,Night in the Woods,"February 1, 2018",Switch,85,/game/switch/night-in-the-woods,7.4
2888,Final Fantasy XV: Windows Edition,"March 6, 2018",PC,85,/game/pc/final-fantasy-xv-windows-edition,8.0
2889,DJMax Respect,"March 6, 2018",PlayStation 4,85,/game/playstation-4/djmax-respect,7.8
2890,Dragon Ball FighterZ,"January 26, 2018",PC,85,/game/pc/dragon-ball-fighterz,7.5
2891,Batman: The Enemy Within - Episode 5: Same Stitch,"March 26, 2018",PC,85,/game/pc/batman-the-enemy-within---episode-5-same-stitch,7.5
2892,Full Metal Furies,"January 17, 2018",PC,85,/game/pc/full-metal-furies,7.5
2893,Yakuza Kiwami 2,"August 28, 2018",PlayStation 4,85,/game/playstation-4/yakuza-kiwami-2,8.2
2894,West of Loathing,"May 31, 2018",Switch,85,/game/switch/west-of-loathing,8.0
2895,Valkyria Chronicles 4,"September 25, 2018",PlayStation 4,85,/game/playstation-4/valkyria-chronicles-4,8.0
2896,Darkest Dungeon,"January 18, 2018",Switch,85,/game/switch/darkest-dungeon,8.0
2897,Thronebreaker: The Witcher Tales,"November 9, 2018",PC,85,/game/pc/thronebreaker-the-witcher-tales,8.0
2898,PlayerUnknown's Battlegrounds,"September 4, 2018",Xbox One,85,/game/xbox-one/playerunknowns-battlegrounds,4.9
2899,Moss,"February 27, 2018",PlayStation 4,85,/game/playstation-4/moss,8.0
2900,Monster Boy and the Cursed Kingdom,"December 4, 2018",Xbox One,85,/game/xbox-one/monster-boy-and-the-cursed-kingdom,7.9
2901,Radiant Historia: Perfect Chronology,"February 13, 2018",3DS,85,/game/3ds/radiant-historia-perfect-chronology,8.4
2902,428: Shibuya Scramble,"September 4, 2018",PlayStation 4,85,/game/playstation-4/428-shibuya-scramble,7.7
2903,Ni no Kuni II: Revenant Kingdom,"March 23, 2018",PlayStation 4,84,/game/playstation-4/ni-no-kuni-ii-revenant-kingdom,7.5
2904,Keep Talking and Nobody Explodes,"August 16, 2018",Switch,84,/game/switch/keep-talking-and-nobody-explodes,7.9
2905,Shantae: Half-Genie Hero - Ultimate Edition,"May 8, 2018",Switch,84,/game/switch/shantae-half-genie-hero---ultimate-edition,8.3
2906,F1 2018,"August 24, 2018",PlayStation 4,84,/game/playstation-4/f1-2018,7.8
2907,Valkyria Chronicles,"October 16, 2018",Switch,84,/game/switch/valkyria-chronicles,8.7
2908,Dark Souls Remastered,"May 25, 2018",PlayStation 4,84,/game/playstation-4/dark-souls-remastered,7.5
2909,Sprint Vector,"February 2, 2018",PC,84,/game/pc/sprint-vector,6.8
2910,Destiny 2: Forsaken,"September 4, 2018",PC,84,/game/pc/destiny-2-forsaken,6.0
2911,Toki Tori 2 +,"February 23, 2018",Switch,84,/game/switch/toki-tori-2-+,8.1
2912,Bayonetta,"February 16, 2018",Switch,84,/game/switch/bayonetta,8.3
2913,Mega Man X Legacy Collection,"July 24, 2018",Switch,84,/game/switch/mega-man-x-legacy-collection,8.7
2914,F1 2018,"August 24, 2018",Xbox One,84,/game/xbox-one/f1-2018,8.0
2915,SoulCalibur VI,"October 19, 2018",Xbox One,84,/game/xbox-one/soulcalibur-vi,5.0
2916,Kingdom: Two Crowns,"December 11, 2018",Switch,84,/game/switch/kingdom-two-crowns,7.5
2917,The Missing: JJ Macfield and the Island of Memories,"October 11, 2018",Xbox One,84,/game/xbox-one/the-missing-jj-macfield-and-the-island-of-memories,7.0
2918,Child of Light,"October 11, 2018",Switch,84,/game/switch/child-of-light,8.4
2919,Total War: WARHAMMER II - Rise of the Tomb Kings,"January 23, 2018",PC,84,/game/pc/total-war-warhammer-ii---rise-of-the-tomb-kings,7.0
2920,Frostpunk,"April 24, 2018",PC,84,/game/pc/frostpunk,8.4
2921,SoulCalibur VI,"October 19, 2018",PlayStation 4,84,/game/playstation-4/soulcalibur-vi,6.5
2922,Magic: The Gathering Arena,"September 27, 2018",PC,84,/game/pc/magic-the-gathering-arena,3.5
2923,Guacamelee! 2,"August 21, 2018",PC,84,/game/pc/guacamelee!-2,7.4
2924,Moonlighter,"May 29, 2018",Xbox One,84,/game/xbox-one/moonlighter,7.5
2925,Danmaku Unlimited 3,"March 13, 2018",Switch,84,/game/switch/danmaku-unlimited-3,7.9
2926,Hitman 2,"November 9, 2018",Xbox One,84,/game/xbox-one/hitman-2,7.3
2927,GRIS,"December 13, 2018",PC,84,/game/pc/gris,8.5
2928,Super Meat Boy,"January 11, 2018",Switch,84,/game/switch/super-meat-boy,8.0
2929,Yoku's Island Express,"May 29, 2018",PC,84,/game/pc/yokus-island-express,7.7
2930,Dark Souls Remastered,"May 23, 2018",PC,84,/game/pc/dark-souls-remastered,7.1
2931,Just Shapes & Beats,"May 31, 2018",Switch,83,/game/switch/just-shapes-beats,8.5
2932,Assassin's Creed Origins: The Curse of the Pharaohs,"March 13, 2018",PlayStation 4,83,/game/playstation-4/assassins-creed-origins-the-curse-of-the-pharaohs,7.5
2933,Two Point Hospital,"August 29, 2018",PC,83,/game/pc/two-point-hospital,7.5
2934,Lumines Remastered,"June 26, 2018",Switch,83,/game/switch/lumines-remastered,7.8
2935,Fortnite,"June 12, 2018",Switch,83,/game/switch/fortnite,5.0
2936,Disgaea 1 Complete,"October 9, 2018",PlayStation 4,83,/game/playstation-4/disgaea-1-complete,7.5
2937,Call of Duty: Black Ops 4,"October 12, 2018",PlayStation 4,83,/game/playstation-4/call-of-duty-black-ops-4,4.0
2938,Final Fantasy XII: The Zodiac Age,"February 1, 2018",PC,83,/game/pc/final-fantasy-xii-the-zodiac-age,8.7
2939,Guacamelee! 2,"August 21, 2018",PlayStation 4,83,/game/playstation-4/guacamelee!-2,8.1
2940,Valkyria Chronicles 4,"September 25, 2018",PC,83,/game/pc/valkyria-chronicles-4,8.2
2941,Overcooked! 2,"August 7, 2018",Xbox One,83,/game/xbox-one/overcooked!-2,6.3
2942,Mega Man Legacy Collection,"May 22, 2018",Switch,83,/game/switch/mega-man-legacy-collection,8.7
2943,Forgotton Anne,"May 15, 2018",Xbox One,83,/game/xbox-one/forgotton-anne,6.3
2944,Call of Duty: Black Ops 4,"October 12, 2018",PC,83,/game/pc/call-of-duty-black-ops-4,3.1
2945,Prey: Mooncrash,"June 11, 2018",PlayStation 4,83,/game/playstation-4/prey-mooncrash,7.1
2946,The Elder Scrolls Online: Summerset,"May 21, 2018",PC,83,/game/pc/the-elder-scrolls-online-summerset,6.1
2947,The Forest,"April 30, 2018",PC,83,/game/pc/the-forest,7.3
2948,Total War: WARHAMMER II - Curse of the Vampire Coast,"November 8, 2018",PC,83,/game/pc/total-war-warhammer-ii---curse-of-the-vampire-coast,7.6
2949,Yoku's Island Express,"May 29, 2018",PlayStation 4,83,/game/playstation-4/yokus-island-express,7.5
2950,Yakuza 6: The Song of Life,"April 17, 2018",PlayStation 4,83,/game/playstation-4/yakuza-6-the-song-of-life,8.3
2951,NBA 2K19,"September 7, 2018",Xbox One,83,/game/xbox-one/nba-2k19,2.7
2952,Battle Chef Brigade,"August 28, 2018",PlayStation 4,83,/game/playstation-4/battle-chef-brigade,tbd
2953,The Banner Saga 3,"July 26, 2018",Switch,83,/game/switch/the-banner-saga-3,8.3
2954,Octopath Traveler,"July 12, 2018",Switch,83,/game/switch/octopath-traveler,8.5
2955,Moonlighter,"November 5, 2018",Switch,83,/game/switch/moonlighter,8.1
2956,GRIS,"December 13, 2018",Switch,83,/game/switch/gris,8.7
2957,FIFA 19,"September 25, 2018",PlayStation 4,83,/game/playstation-4/fifa-19,2.0
2958,LIMBO,"June 28, 2018",Switch,83,/game/switch/limbo,8.4
2959,Dark Souls Remastered,"October 19, 2018",Switch,83,/game/switch/dark-souls-remastered,8.0
2960,Street Fighter: 30th Anniversary Collection,"May 29, 2018",PlayStation 4,83,/game/playstation-4/street-fighter-30th-anniversary-collection,7.1
2961,The Messenger,"August 30, 2018",PC,83,/game/pc/the-messenger,7.7
2962,Overcooked! 2: Surf 'n' Turf,"October 3, 2018",Switch,83,/game/switch/overcooked!-2-surf-n-turf,8.4
2963,Spyro Reignited Trilogy,"November 13, 2018",Xbox One,83,/game/xbox-one/spyro-reignited-trilogy,7.2
2964,Dynasty Warriors 8: Xtreme Legends - Definitive Edition,"December 27, 2018",Switch,83,/game/switch/dynasty-warriors-8-xtreme-legends---definitive-edition,8.6
2965,FIFA 19,"September 25, 2018",Xbox One,83,/game/xbox-one/fifa-19,2.3
2966,Owlboy,"April 10, 2018",Xbox One,83,/game/xbox-one/owlboy,6.3
2967,Iconoclasts,"January 23, 2018",PlayStation 4,83,/game/playstation-4/iconoclasts,6.9
2968,Flipping Death,"August 7, 2018",Switch,83,/game/switch/flipping-death,7.9
2969,Yoku's Island Express,"May 29, 2018",Xbox One,83,/game/xbox-one/yokus-island-express,7.7
2970,Warhammer: Vermintide 2,"July 11, 2018",Xbox One,83,/game/xbox-one/warhammer-vermintide-2,5.6
2971,Assassin's Creed Odyssey,"October 2, 2018",PlayStation 4,83,/game/playstation-4/assassins-creed-odyssey,6.3
2972,F1 2018,"August 23, 2018",PC,83,/game/pc/f1-2018,7.6
2973,Yoku's Island Express,"May 29, 2018",Switch,82,/game/switch/yokus-island-express,8.6
2974,Laser League,"May 10, 2018",PlayStation 4,82,/game/playstation-4/laser-league,6.7
2975,Hitman 2,"November 13, 2018",PC,82,/game/pc/hitman-2,7.3
2976,Shadow of the Tomb Raider,"September 12, 2018",Xbox One,82,/game/xbox-one/shadow-of-the-tomb-raider,7.3
2977,Flat Heroes,"August 2, 2018",Switch,82,/game/switch/flat-heroes,8.3
2978,Horizon Chase Turbo,"November 28, 2018",Switch,82,/game/switch/horizon-chase-turbo,8.3
2979,Destiny 2: Forsaken,"September 4, 2018",PlayStation 4,82,/game/playstation-4/destiny-2-forsaken,6.4
2980,NHL 19,"September 11, 2018",Xbox One,82,/game/xbox-one/nhl-19,6.1
2981,Mario + Rabbids: Kingdom Battle - Donkey Kong Adventure,"June 26, 2018",Switch,82,/game/switch/mario-+-rabbids-kingdom-battle---donkey-kong-adventure,8.2
2982,Valkyria Chronicles 4,"September 25, 2018",Switch,82,/game/switch/valkyria-chronicles-4,8.6
2983,Prey: Mooncrash,"June 10, 2018",Xbox One,82,/game/xbox-one/prey-mooncrash,6.7
2984,Hitman 2,"November 9, 2018",PlayStation 4,82,/game/playstation-4/hitman-2,8.3
2985,The Banner Saga 3,"July 26, 2018",PC,82,/game/pc/the-banner-saga-3,7.9
2986,Far Cry 5,"March 27, 2018",Xbox One,82,/game/xbox-one/far-cry-5,6.7
2987,Salt and Sanctuary,"August 2, 2018",Switch,82,/game/switch/salt-and-sanctuary,7.9
2988,Pro Evolution Soccer 2019,"August 28, 2018",Xbox One,82,/game/xbox-one/pro-evolution-soccer-2019,6.5
2989,Wandersong,"September 27, 2018",PC,82,/game/pc/wandersong,7.8
2990,Spyro Reignited Trilogy,"November 13, 2018",PlayStation 4,82,/game/playstation-4/spyro-reignited-trilogy,8.1
2991,Sprint Vector,"February 13, 2018",PlayStation 4,82,/game/playstation-4/sprint-vector,7.5
2992,Splatoon 2: Octo Expansion,"June 13, 2018",Switch,82,/game/switch/splatoon-2-octo-expansion,8.3
2993,Bloodstained: Curse of the Moon,"May 24, 2018",Switch,82,/game/switch/bloodstained-curse-of-the-moon,8.4
2994,Freedom Planet,"August 30, 2018",Switch,82,/game/switch/freedom-planet,8.1
2995,Ys VIII: Lacrimosa of DANA,"June 26, 2018",Switch,82,/game/switch/ys-viii-lacrimosa-of-dana,8.7
2996,MLB The Show 18,"March 27, 2018",PlayStation 4,82,/game/playstation-4/mlb-the-show-18,6.3
2997,Toki Tori,"March 30, 2018",Switch,82,/game/switch/toki-tori,8.1
2998,Warhammer: Vermintide 2,"March 8, 2018",PC,82,/game/pc/warhammer-vermintide-2,7.5
2999,NBA 2K19,"September 7, 2018",PlayStation 4,82,/game/playstation-4/nba-2k19,2.7
3000,Victor Vran: Overkill Edition,"August 28, 2018",Switch,82,/game/switch/victor-vran-overkill-edition,8.1
