,name,date,platform,score,url,userscore,fullurl,developer,genre
1316,Headlander,2016-07-26,PC,74,/game/pc/headlander,76.0,https://www.metacritic.com/game/pc/headlander,Double Fine Productions,"['Action', 'Action Adventure', 'General', 'Platformer', '2D']"
1317,Neverending Nightmares,2016-05-03,PlayStation 4,74,/game/playstation-4/neverending-nightmares,70.0,https://www.metacritic.com/game/playstation-4/neverending-nightmares,Infinitap Games,"['Action Adventure', 'Survival']"
1318,Mirror's Edge Catalyst,2016-06-07,PC,74,/game/pc/mirrors-edge-catalyst,53.0,https://www.metacritic.com/game/pc/mirrors-edge-catalyst,EA DICE,"['Action', 'Shooter', 'First-Person', 'Modern', 'Modern', 'Modern', 'Action Adventure', 'General']"
1319,Virginia,2016-09-22,PC,74,/game/pc/virginia,49.0,https://www.metacritic.com/game/pc/virginia,Variable State,"['Adventure', '3D', 'First-Person']"
1320,The Flame in the Flood,2016-02-24,Xbox One,74,/game/xbox-one/the-flame-in-the-flood,53.0,https://www.metacritic.com/game/xbox-one/the-flame-in-the-flood,The Molasses Flood,"['Action Adventure', 'General', 'Survival']"
1321,Batman: The Telltale Series - Episode 1: Realm of Shadows,2016-08-02,PC,74,/game/pc/batman-the-telltale-series---episode-1-realm-of-shadows,64.0,https://www.metacritic.com/game/pc/batman-the-telltale-series---episode-1-realm-of-shadows,Telltale Games,"['Adventure', 'Point-and-Click']"
1322,Master of Orion: Conquer the Stars,2016-08-25,PC,74,/game/pc/master-of-orion-conquer-the-stars,70.0,https://www.metacritic.com/game/pc/master-of-orion-conquer-the-stars,NGD Studios,"['Strategy', 'Turn-Based', '4X']"
1323,Stories: The Path of Destinies,2016-04-12,PC,74,/game/pc/stories-the-path-of-destinies,71.0,https://www.metacritic.com/game/pc/stories-the-path-of-destinies,Spearhead Games,"['Role-Playing', 'Action RPG']"
1324,Fallout 4: Automatron,2016-03-22,Xbox One,74,/game/xbox-one/fallout-4-automatron,60.0,https://www.metacritic.com/game/xbox-one/fallout-4-automatron,Bethesda Game Studios,"['Role-Playing', 'Western-Style']"
1325,Batman: The Telltale Series - Episode 4: Guardian of Gotham,2016-11-22,PlayStation 4,73,/game/playstation-4/batman-the-telltale-series---episode-4-guardian-of-gotham,62.0,https://www.metacritic.com/game/playstation-4/batman-the-telltale-series---episode-4-guardian-of-gotham,Telltale Games,"['Adventure', 'Point-and-Click']"
1326,Ladykiller in a Bind,2016-10-10,PC,73,/game/pc/ladykiller-in-a-bind,74.0,https://www.metacritic.com/game/pc/ladykiller-in-a-bind,Love Conquers All Games,"['Action Adventure', 'General', 'Adventure', 'Visual Novel']"
1327,Super Mario Maker for Nintendo 3DS,2016-12-02,3DS,73,/game/3ds/super-mario-maker-for-nintendo-3ds,63.0,https://www.metacritic.com/game/3ds/super-mario-maker-for-nintendo-3ds,Nintendo,"['Action', 'Platformer', '2D']"
1328,The Deadly Tower of Monsters,2016-01-19,PC,73,/game/pc/the-deadly-tower-of-monsters,77.0,https://www.metacritic.com/game/pc/the-deadly-tower-of-monsters,ACE Team,"['Action Adventure', 'Linear']"
1329,Black Desert Online,2016-03-03,PC,73,/game/pc/black-desert-online,69.0,https://www.metacritic.com/game/pc/black-desert-online,Pearl Abyss,"['Role-Playing', 'Massively Multiplayer']"
1330,Just Dance 2017,2016-10-25,Xbox One,73,/game/xbox-one/just-dance-2017,66.0,https://www.metacritic.com/game/xbox-one/just-dance-2017,Ubisoft Paris,"['Action', 'Rhythm', 'Dancing']"
1331,Just Dance 2017,2016-10-25,PlayStation 4,73,/game/playstation-4/just-dance-2017,65.0,https://www.metacritic.com/game/playstation-4/just-dance-2017,Ubisoft Paris,"['Action', 'Rhythm', 'Dancing']"
1332,Jotun: Valhalla Edition,2016-09-09,Xbox One,73,/game/xbox-one/jotun-valhalla-edition,57.0,https://www.metacritic.com/game/xbox-one/jotun-valhalla-edition,Thunder Lotus Games,"['Action', 'General']"
1333,Batman: The Telltale Series - Episode 4: Guardian of Gotham,2016-11-22,PC,73,/game/pc/batman-the-telltale-series---episode-4-guardian-of-gotham,68.0,https://www.metacritic.com/game/pc/batman-the-telltale-series---episode-4-guardian-of-gotham,Telltale Games,"['Adventure', 'Point-and-Click']"
1334,God Eater 2: Rage Burst,2016-08-29,PC,73,/game/pc/god-eater-2-rage-burst,66.0,https://www.metacritic.com/game/pc/god-eater-2-rage-burst,"Shift, QLOC","['Role-Playing', 'Action RPG']"
1335,Punch Club,2016-01-08,PC,73,/game/pc/punch-club,70.0,https://www.metacritic.com/game/pc/punch-club,Lazy Bear Games,"['Sports', 'Simulation', 'Virtual', 'Individual', 'Combat', 'Career', 'Boxing / Martial Arts']"
1336,Livelock,2016-08-30,PC,73,/game/pc/livelock,76.0,https://www.metacritic.com/game/pc/livelock,Tuque Games,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Top-Down']"
1337,Lumo,2016-05-24,PlayStation 4,73,/game/playstation-4/lumo,56.0,https://www.metacritic.com/game/playstation-4/lumo,Triple Eh? Ltd,"['Action', 'Adventure', 'General', 'Platformer', '3D']"
1338,Sega 3D Classics Collection,2016-04-26,3DS,73,/game/3ds/sega-3d-classics-collection,75.0,https://www.metacritic.com/game/3ds/sega-3d-classics-collection,M2,"['Miscellaneous', 'Compilation']"
1339,Action Henk,2016-03-08,PlayStation 4,73,/game/playstation-4/action-henk,55.0,https://www.metacritic.com/game/playstation-4/action-henk,RageSquid,"['Action', 'Platformer', '2D', '3D']"
1340,Batman: The Telltale Series - Episode 3: New World Order,2016-10-25,Xbox One,73,/game/xbox-one/batman-the-telltale-series---episode-3-new-world-order,73.0,https://www.metacritic.com/game/xbox-one/batman-the-telltale-series---episode-3-new-world-order,Telltale Games,"['Adventure', 'Point-and-Click']"
1341,Batman: Return to Arkham,2016-10-18,PlayStation 4,73,/game/playstation-4/batman-return-to-arkham,82.0,https://www.metacritic.com/game/playstation-4/batman-return-to-arkham,"Rocksteady Studios, Virtuos","['Miscellaneous', 'Compilation']"
1342,Disney Magical World 2,2016-10-14,3DS,73,/game/3ds/disney-magical-world-2,55.0,https://www.metacritic.com/game/3ds/disney-magical-world-2,Bandai Namco Games,"['Simulation', 'Virtual', 'Virtual Life']"
1343,Hard Reset Redux,2016-06-03,PC,73,/game/pc/hard-reset-redux,65.0,https://www.metacritic.com/game/pc/hard-reset-redux,Flying Wild Hog,"['Action', 'Shooter', 'First-Person', 'Arcade']"
1344,Dark Souls III: Ashes of Ariandel,2016-10-24,PC,73,/game/pc/dark-souls-iii-ashes-of-ariandel,73.0,https://www.metacritic.com/game/pc/dark-souls-iii-ashes-of-ariandel,From Software,"['Role-Playing', 'Action RPG']"
1345,Project X Zone 2,2016-02-16,3DS,73,/game/3ds/project-x-zone-2,76.0,https://www.metacritic.com/game/3ds/project-x-zone-2,Monolith Soft,"['Strategy', 'Turn-Based', 'Tactics']"
1346,Stories: The Path of Destinies,2016-04-12,PlayStation 4,73,/game/playstation-4/stories-the-path-of-destinies,72.0,https://www.metacritic.com/game/playstation-4/stories-the-path-of-destinies,Spearhead Games,"['Role-Playing', 'Action RPG']"
1347,Dragon Ball: Xenoverse 2,2016-10-25,Xbox One,73,/game/xbox-one/dragon-ball-xenoverse-2,70.0,https://www.metacritic.com/game/xbox-one/dragon-ball-xenoverse-2,Dimps Corporation,"['Action', 'Fighting', '3D']"
1348,RIVE,2016-09-13,PC,73,/game/pc/rive,62.0,https://www.metacritic.com/game/pc/rive,Two Tribes,"['Action', 'Platformer', '2D']"
1349,Call of Duty: Infinite Warfare,2016-11-03,PC,73,/game/pc/call-of-duty-infinite-warfare,36.0,https://www.metacritic.com/game/pc/call-of-duty-infinite-warfare,Infinity Ward,"['Action', 'Shooter', 'First-Person', 'Tactical']"
1350,StarCraft II: Nova Covert Ops - Mission Pack 1,2016-03-29,PC,73,/game/pc/starcraft-ii-nova-covert-ops---mission-pack-1,73.0,https://www.metacritic.com/game/pc/starcraft-ii-nova-covert-ops---mission-pack-1,Blizzard Entertainment,"['Strategy', 'Real-Time', 'Command']"
1351,Destiny: Rise of Iron,2016-09-20,Xbox One,73,/game/xbox-one/destiny-rise-of-iron,35.0,https://www.metacritic.com/game/xbox-one/destiny-rise-of-iron,Bungie,"['Action', 'Shooter', 'First-Person', 'Arcade']"
1352,Eagle Flight,2016-11-08,PlayStation 4,73,/game/playstation-4/eagle-flight,68.0,https://www.metacritic.com/game/playstation-4/eagle-flight,"Ubisoft, FunHouse","['Action', 'Simulation', 'Flight', 'General', 'Combat']"
1353,Batman: The Telltale Series - Episode 3: New World Order,2016-10-25,PC,73,/game/pc/batman-the-telltale-series---episode-3-new-world-order,72.0,https://www.metacritic.com/game/pc/batman-the-telltale-series---episode-3-new-world-order,Telltale Games,"['Adventure', 'Point-and-Click']"
1354,Gears of War: Ultimate Edition for Windows 10,2016-03-01,PC,73,/game/pc/gears-of-war-ultimate-edition-for-windows-10,42.0,https://www.metacritic.com/game/pc/gears-of-war-ultimate-edition-for-windows-10,"Epic Games, Splash Damage, The Coalition","['Action', 'Shooter', 'Third-Person', 'Arcade']"
1355,Warhammer: End Times - Vermintide,2016-10-04,PlayStation 4,73,/game/playstation-4/warhammer-end-times---vermintide,62.0,https://www.metacritic.com/game/playstation-4/warhammer-end-times---vermintide,Fatshark AB,"['Action', 'Shooter', 'First-Person', 'Tactical']"
1356,Assetto Corsa,2016-08-30,PlayStation 4,73,/game/playstation-4/assetto-corsa,60.0,https://www.metacritic.com/game/playstation-4/assetto-corsa,Kunos Simulazioni,"['Racing', 'Simulation', 'Automobile']"
1357,Yesterday Origins,2016-11-17,PlayStation 4,73,/game/playstation-4/yesterday-origins,62.0,https://www.metacritic.com/game/playstation-4/yesterday-origins,Pendulo Studios,"['Adventure', 'Point-and-Click']"
1358,Kona,2016-03-10,PC,73,/game/pc/kona,74.0,https://www.metacritic.com/game/pc/kona,Parabole,"['Action Adventure', 'Adventure', 'General', '3D', 'First-Person']"
1359,Poly Bridge,2016-07-12,PC,73,/game/pc/poly-bridge,75.0,https://www.metacritic.com/game/pc/poly-bridge,Dry Cactus,"['Puzzle', 'General']"
1360,The Flame in the Flood,2016-02-24,PC,73,/game/pc/the-flame-in-the-flood,60.0,https://www.metacritic.com/game/pc/the-flame-in-the-flood,The Molasses Flood,"['Modern', 'Action Adventure', 'General', 'Survival']"
1361,LEGO Harry Potter Collection,2016-10-18,PlayStation 4,73,/game/playstation-4/lego-harry-potter-collection,73.0,https://www.metacritic.com/game/playstation-4/lego-harry-potter-collection,Warner Bros. Interactive Entertainment,"['Miscellaneous', 'Compilation']"
1362,Project Highrise,2016-09-08,PC,73,/game/pc/project-highrise,76.0,https://www.metacritic.com/game/pc/project-highrise,SomaSim,"['Strategy', 'Management', 'Business / Tycoon']"
1363,Batman: The Telltale Series - Episode 2: Children of Arkham,2016-09-20,PC,73,/game/pc/batman-the-telltale-series---episode-2-children-of-arkham,70.0,https://www.metacritic.com/game/pc/batman-the-telltale-series---episode-2-children-of-arkham,Telltale Games,"['Adventure', 'Point-and-Click']"
1364,Rise of the Tomb Raider: Baba Yaga - The Temple of the Witch,2016-01-26,Xbox One,73,/game/xbox-one/rise-of-the-tomb-raider-baba-yaga---the-temple-of-the-witch,76.0,https://www.metacritic.com/game/xbox-one/rise-of-the-tomb-raider-baba-yaga---the-temple-of-the-witch,"Crystal Dynamics, Nixxes Software","['Action Adventure', 'General', 'Linear']"
1365,Headmaster,2016-10-13,PlayStation 4,72,/game/playstation-4/headmaster,74.0,https://www.metacritic.com/game/playstation-4/headmaster,No Data,No Data
1366,Dead Rising 4,2016-12-06,Xbox One,72,/game/xbox-one/dead-rising-4,48.0,https://www.metacritic.com/game/xbox-one/dead-rising-4,"Capcom, Capcom Vancouver","['Action Adventure', 'Open-World']"
1367,Tricky Towers,2016-08-02,PlayStation 4,72,/game/playstation-4/tricky-towers,70.0,https://www.metacritic.com/game/playstation-4/tricky-towers,"WeirdBeard B.V., WeirdBeard","['Puzzle', 'Stacking']"
1368,Layers of Fear,2016-02-16,PC,72,/game/pc/layers-of-fear,75.0,https://www.metacritic.com/game/pc/layers-of-fear,Bloober Team,"['Adventure', '3D', 'First-Person']"
1369,Wayward Sky,2016-10-10,PlayStation 4,72,/game/playstation-4/wayward-sky,68.0,https://www.metacritic.com/game/playstation-4/wayward-sky,Uber Entertainment,"['Action', 'General']"
1370,Return to PoPoLoCrois: A Story of Seasons Fairytale,2016-03-01,3DS,72,/game/3ds/return-to-popolocrois-a-story-of-seasons-fairytale,65.0,https://www.metacritic.com/game/3ds/return-to-popolocrois-a-story-of-seasons-fairytale,Marvelous Inc.,"['Strategy', 'General']"
1371,Gurumin 3D: A Monstrous Adventure,2016-10-13,3DS,72,/game/3ds/gurumin-3d-a-monstrous-adventure,76.0,https://www.metacritic.com/game/3ds/gurumin-3d-a-monstrous-adventure,Falcom,"['Role-Playing', 'Action RPG']"
1372,Hitman GO: Definitive Edition,2016-02-23,PC,72,/game/pc/hitman-go-definitive-edition,46.0,https://www.metacritic.com/game/pc/hitman-go-definitive-edition,Square Enix Montreal,"['Strategy', 'Turn-Based', 'General']"
1373,Steep,2016-12-02,PC,72,/game/pc/steep,68.0,https://www.metacritic.com/game/pc/steep,Ubisoft Annecy,"['Sports', 'Individual', 'Ski / Snowboard']"
1374,Yo-kai Watch 2: Bony Spirits,2016-09-30,3DS,72,/game/3ds/yo-kai-watch-2-bony-spirits,77.0,https://www.metacritic.com/game/3ds/yo-kai-watch-2-bony-spirits,Level 5,"['Role-Playing', 'Trainer']"
1375,Mirror's Edge Catalyst,2016-06-07,Xbox One,72,/game/xbox-one/mirrors-edge-catalyst,56.0,https://www.metacritic.com/game/xbox-one/mirrors-edge-catalyst,EA DICE,"['Action', 'Shooter', 'First-Person', 'Modern', 'Modern', 'Modern', 'Action Adventure', 'General']"
1376,Let It Die,2016-12-03,PlayStation 4,72,/game/playstation-4/let-it-die,71.0,https://www.metacritic.com/game/playstation-4/let-it-die,Grasshopper Manufacture,"['Action', 'Role-Playing', 'General', 'Action RPG']"
1377,Assassin's Creed: The Ezio Collection,2016-11-15,PlayStation 4,72,/game/playstation-4/assassins-creed-the-ezio-collection,80.0,https://www.metacritic.com/game/playstation-4/assassins-creed-the-ezio-collection,Ubisoft Montreal,"['Miscellaneous', 'Compilation']"
1378,Ray Gigant,2016-05-03,PlayStation Vita,72,/game/playstation-vita/ray-gigant,80.0,https://www.metacritic.com/game/playstation-vita/ray-gigant,Bandai Namco Games,"['Role-Playing', 'General']"
1379,Dragon Ball: Xenoverse 2,2016-10-25,PlayStation 4,72,/game/playstation-4/dragon-ball-xenoverse-2,74.0,https://www.metacritic.com/game/playstation-4/dragon-ball-xenoverse-2,Dimps Corporation,"['Action', 'Fighting', '3D']"
1380,Superdimension Neptune VS Sega Hard Girls,2016-10-18,PlayStation Vita,72,/game/playstation-vita/superdimension-neptune-vs-sega-hard-girls,81.0,https://www.metacritic.com/game/playstation-vita/superdimension-neptune-vs-sega-hard-girls,Compile Heart,"['Action', 'General', 'Role-Playing', 'Japanese-Style']"
1381,Jotun: Valhalla Edition,2016-09-09,PlayStation 4,72,/game/playstation-4/jotun-valhalla-edition,68.0,https://www.metacritic.com/game/playstation-4/jotun-valhalla-edition,Thunder Lotus Games,"['Action', 'General']"
1382,Alone With You,2016-08-23,PlayStation 4,72,/game/playstation-4/alone-with-you,68.0,https://www.metacritic.com/game/playstation-4/alone-with-you,Benjamin Rivers,"['Adventure', 'General']"
1383,Duke Nukem 3D: 20th Anniversary World Tour,2016-10-11,PC,72,/game/pc/duke-nukem-3d-20th-anniversary-world-tour,68.0,https://www.metacritic.com/game/pc/duke-nukem-3d-20th-anniversary-world-tour,Gearbox Software,"['Action', 'Shooter', 'First-Person', 'Arcade']"
1384,Psycho-Pass: Mandatory Happiness,2016-09-13,PlayStation 4,72,/game/playstation-4/psycho-pass-mandatory-happiness,67.0,https://www.metacritic.com/game/playstation-4/psycho-pass-mandatory-happiness,5pb,"['Adventure', 'Visual Novel']"
1385,LEGO Star Wars: The Force Awakens,2016-06-27,PC,72,/game/pc/lego-star-wars-the-force-awakens,77.0,https://www.metacritic.com/game/pc/lego-star-wars-the-force-awakens,TT Games,"['Action Adventure', 'General']"
1386,UEFA EURO 2016,2016-04-21,PlayStation 4,72,/game/playstation-4/uefa-euro-2016,60.0,https://www.metacritic.com/game/playstation-4/uefa-euro-2016,No Data,No Data
1387,Minecraft: Story Mode - Episode 5: Order Up!,2016-03-29,PlayStation 4,72,/game/playstation-4/minecraft-story-mode---episode-5-order-up!,71.0,https://www.metacritic.com/game/playstation-4/minecraft-story-mode---episode-5-order-up!,Telltale Games,"['Action Adventure', 'Adventure', 'Point-and-Click', 'Linear']"
1388,Just Cause 3: Sky Fortress,2016-03-15,PlayStation 4,72,/game/playstation-4/just-cause-3-sky-fortress,62.0,https://www.metacritic.com/game/playstation-4/just-cause-3-sky-fortress,Avalanche Studios,"['Action Adventure', 'Open-World']"
1389,Valley,2016-08-23,PlayStation 4,72,/game/playstation-4/valley,74.0,https://www.metacritic.com/game/playstation-4/valley,Blue Isle Studios,"['Action Adventure', 'Open-World']"
1390,Action Henk,2016-03-04,Xbox One,72,/game/xbox-one/action-henk,,https://www.metacritic.com/game/xbox-one/action-henk,RageSquid,"['Action', 'Platformer', '2D', '3D']"
1391,Anima: Gate of Memories,2016-06-03,Xbox One,72,/game/xbox-one/anima-gate-of-memories,75.0,https://www.metacritic.com/game/xbox-one/anima-gate-of-memories,Anima Project,"['Role-Playing', 'Action RPG']"
1392,Destiny: Rise of Iron,2016-09-20,PlayStation 4,72,/game/playstation-4/destiny-rise-of-iron,48.0,https://www.metacritic.com/game/playstation-4/destiny-rise-of-iron,Bungie,"['Action', 'Shooter', 'First-Person', 'Arcade']"
1393,Steep,2016-12-02,Xbox One,72,/game/xbox-one/steep,65.0,https://www.metacritic.com/game/xbox-one/steep,Ubisoft Annecy,"['Sports', 'Individual', 'Ski / Snowboard']"
1394,Disney Art Academy,2016-05-13,3DS,72,/game/3ds/disney-art-academy,71.0,https://www.metacritic.com/game/3ds/disney-art-academy,Headstrong Games,"['Miscellaneous', 'Edutainment', 'Application']"
1395,Until Dawn: Rush of Blood,2016-10-13,PlayStation 4,72,/game/playstation-4/until-dawn-rush-of-blood,78.0,https://www.metacritic.com/game/playstation-4/until-dawn-rush-of-blood,Supermassive Games,"['Action', 'Shooter', 'Rail']"
1396,The Deadly Tower of Monsters,2016-01-19,PlayStation 4,72,/game/playstation-4/the-deadly-tower-of-monsters,70.0,https://www.metacritic.com/game/playstation-4/the-deadly-tower-of-monsters,ACE Team,"['General', 'Action Adventure', 'Linear']"
1397,Republique,2016-03-22,PlayStation 4,72,/game/playstation-4/republique,57.0,https://www.metacritic.com/game/playstation-4/republique,"Camouflaj, LLC","['Action Adventure', 'Linear']"
1398,Valkyrie Drive: Bhikkhuni,2016-10-11,PlayStation Vita,72,/game/playstation-vita/valkyrie-drive-bhikkhuni,81.0,https://www.metacritic.com/game/playstation-vita/valkyrie-drive-bhikkhuni,Marvelous Inc.,"['Action', ""Beat-'Em-Up"", '2D', '3D']"
1399,Neon Chrome,2016-05-31,Xbox One,72,/game/xbox-one/neon-chrome,70.0,https://www.metacritic.com/game/xbox-one/neon-chrome,"10tons Entertainment, 10tons","['Action', 'Shooter', ""Shoot-'Em-Up"", 'Top-Down']"
1400,Screencheat,2016-03-01,Xbox One,72,/game/xbox-one/screencheat,,https://www.metacritic.com/game/xbox-one/screencheat,Samurai Punk,"['Action', 'Shooter', 'First-Person', 'Tactical', 'Arcade']"
1401,Cities: Skylines - Snowfall,2016-02-18,PC,72,/game/pc/cities-skylines---snowfall,66.0,https://www.metacritic.com/game/pc/cities-skylines---snowfall,Colossal Order,"['Strategy', 'Management', 'Government']"
1402,Dragon Ball: Fusions,2016-11-22,3DS,72,/game/3ds/dragon-ball-fusions,80.0,https://www.metacritic.com/game/3ds/dragon-ball-fusions,Ganbarion,"['Role-Playing', 'Trainer']"
